 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
53,733,1,1,51,111,51,51,51.0,0.0,111,111,111.0,0.0,221009.5498,2728.51296,733.0,0.0,733,733,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,1364.25648,1364.25648,51,111,71.0,34.64101615,1200.0,0,0,0,0,0,0,0,0,1,106.5,51.0,111.0,32,0,0,0,0,0,0,1,51,1,111,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,38702,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,310.0614955,51.67691592,38702.0,0.0,38702,38702,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,25.83845796,25.83845796,6,6,6.0,0.0,0.0,1,0,0,0,1,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,0,60,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5714377,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.699988818,1904792.333,3278623.407,5690596,84,5714377,2857188.5,4007043.314,5690596,23781,0,0.0,0.0,0,0,0,0,0,0,104,40,0.524991613,0.174997204,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,65535,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
41406,23413,1,2,11,0,11,11,11.0,0.0,0,0,0.0,0.0,469.8244565,128.1339427,11706.5,16549.83421,23409,4,0,0.0,0.0,0,0,4,4.0,0.0,4,4,1,0,0,0,32,64,42.71131423,85.42262845,0,11,5.5,6.350852961,40.33333333,0,1,0,0,1,1,0,0,2,7.333333333,11.0,0.0,32,0,0,0,0,0,0,1,11,2,0,235,251,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,221,2,2,94,336,47,47,47.0,0.0,168,168,168.0,0.0,1945701.357,18099.54751,73.66666667,114.6574609,206,4,11,11.0,0.0,11,11,4,4.0,0.0,4,4,0,0,0,0,40,40,9049.773756,9049.773756,47,168,95.4,66.27442946,4392.3,0,0,0,0,0,0,0,0,1,119.25,47.0,168.0,40,0,0,0,0,0,0,2,94,2,336,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,61279783,6,4,198,350,33,33,33.0,0.0,126,49,87.5,44.45597073,8.942590414,0.163185956,6808864.778,20400000.0,61200000,3,61300000,12300000.0,27400000.0,61200000,3,61300000,20400000.0,35400000.0,61300000,49,0,0,0,0,120,80,0.097911574,0.065274383,33,126,52.81818182,36.72824031,1348.963636,0,0,0,0,0,0,0,0,0,58.1,33.0,87.5,120,0,0,0,0,0,0,6,198,4,350,-1,-1,5,20,238.0,0.0,238,238,61200000.0,0.0,61200000,61200000,BENIGN
33644,8,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,375000.0,4.0,1.414213562,5,3,0,0.0,0.0,0,0,3,3.0,0.0,3,3,0,0,0,0,32,64,125000.0,250000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,2,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,235,251,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,101623,1,1,43,113,43,43,43.0,0.0,113,113,113.0,0.0,1535.085561,19.68058412,101623.0,0.0,101623,101623,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,9.84029206,9.84029206,43,113,66.33333333,40.41451884,1633.333333,0,0,0,0,0,0,0,0,1,99.5,43.0,113.0,20,0,0,0,0,0,0,1,43,1,113,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,51732,2,2,84,228,42,42,42.0,0.0,114,114,114.0,0.0,6031.083275,77.32158045,17244.0,29864.02004,51728,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,80,38.66079023,38.66079023,42,114,70.8,39.43602414,1555.2,0,0,0,0,0,0,0,0,1,88.5,42.0,114.0,64,0,0,0,0,0,0,2,84,2,228,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,78161,1,1,52,152,52,52,52.0,0.0,152,152,152.0,0.0,2609.997313,25.58820895,78161.0,0.0,78161,78161,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12.79410448,12.79410448,52,152,85.33333333,57.73502692,3333.333333,0,0,0,0,0,0,0,0,1,128.0,52.0,152.0,32,0,0,0,0,0,0,1,52,1,152,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22,133,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,90225.56391,15037.59398,133.0,0.0,133,133,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,7518.796992,7518.796992,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,256,245,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,60441,2,2,76,200,38,38,38.0,0.0,100,100,100.0,0.0,4566.43669,66.18024189,20147.0,34892.16353,60437,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,33.09012094,33.09012094,38,100,62.8,33.95879857,1153.2,0,0,0,0,0,0,0,0,1,78.5,38.0,100.0,64,0,0,0,0,0,0,2,76,2,200,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,629,1,1,44,60,44,44,44.0,0.0,60,60,60.0,0.0,165341.8124,3179.650238,629.0,0.0,629,629,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,1589.825119,1589.825119,44,60,49.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,74.0,44.0,60.0,32,0,0,0,0,0,0,1,44,1,60,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,51877474,11,11,3034,1070,2920,0,275.8181818,877.2116983,526,0,97.27272727,211.9854197,79.10948016,0.424076161,2470355.905,4297430.244,10000000,33,51900000,5187747.4,5083968.7,10100000,3911,50400000,5037780.7,5235169.14,10100000,238,0,0,0,0,244,292,0.21203808,0.21203808,0,2920,178.4347826,616.1832539,379681.8024,0,0,0,1,0,0,0,0,1,186.5454545,275.8181818,97.27272727,244,0,0,0,0,0,0,11,3034,11,1070,8192,128,9,20,122879.0,161367.5383,411542,50620,9952682.6,113766.5161,10000000,9749290,BENIGN
53,144,2,2,84,116,42,42,42.0,0.0,58,58,58.0,0.0,1388888.889,27777.77778,48.0,77.94228634,138,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,13888.88889,13888.88889,42,58,48.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,60.5,42.0,58.0,40,0,0,0,0,0,0,2,84,2,116,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
59154,5349,2,1,280,6,274,6,140.0,189.5046174,6,6,6.0,0.0,53467.93793,560.8524958,2674.5,3656.449166,5260,89,5349,5349.0,0.0,5349,5349,0,0.0,0.0,0,0,1,0,0,0,40,20,373.9016639,186.9508319,6,274,140.0,154.7298721,23941.33333,0,1,0,0,1,0,0,0,0,186.6666667,140.0,6.0,40,0,0,0,0,0,0,2,280,1,6,60,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
48495,53,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,226415.0943,37735.84906,53.0,0.0,53,53,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,18867.92453,18867.92453,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,14600,29200,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,156,2,2,82,114,41,41,41.0,0.0,57,57,57.0,0.0,1256410.256,25641.02564,52.0,79.7746827,144,2,10,10.0,0.0,10,10,2,2.0,0.0,2,2,0,0,0,0,40,40,12820.51282,12820.51282,41,57,47.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,59.25,41.0,57.0,40,0,0,0,0,0,0,2,82,2,114,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,5044061,8,8,272,760,34,34,34.0,0.0,95,95,95.0,0.0,204.5970499,3.172047285,336270.7333,689233.9681,2000031,2,3029091,432727.2857,784247.5372,2000031,4,1818703,259814.7143,687349.5605,1818577,2,0,0,0,0,208,256,1.586023642,1.586023642,34,95,62.70588235,31.38424108,984.9705882,0,0,0,0,0,0,0,0,1,66.625,34.0,95.0,208,0,0,0,0,0,0,8,272,8,760,-1,-1,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5852575,6,4,336,157,242,0,56.0,93.14719534,145,0,39.25,70.55671478,84.23642585,1.708649611,650286.1111,1877769.495,5656937,2,5852575,1170515.0,2557867.871,5745960,2,144979,48326.33333,45328.68922,89906,4,0,0,0,0,132,92,1.025189767,0.683459845,0,242,44.81818182,78.23019645,6119.963636,0,0,0,1,0,0,0,0,0,49.3,56.0,39.25,132,0,0,0,0,0,0,6,336,4,157,8192,110,5,20,195636.0,0.0,195636,195636,5656937.0,0.0,5656937,5656937,BENIGN
53,99871,1,1,57,96,57,57,57.0,0.0,96,96,96.0,0.0,1531.976249,20.02583332,99871.0,0.0,99871,99871,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10.01291666,10.01291666,57,96,70.0,22.5166605,507.0,0,0,0,0,0,0,0,0,1,105.0,57.0,96.0,32,0,0,0,0,0,0,1,57,1,96,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,4100902,5,1,123,46,46,0,24.6,23.27659769,46,46,46.0,0.0,41.2104459,1.463092754,820180.4,1807016.153,4052560,3,4100902,1025225.5,2018280.182,4052560,3,0,0.0,0.0,0,0,1,0,0,0,160,32,1.219243961,0.243848792,0,46,30.71428571,21.68497395,470.2380952,0,1,0,0,1,0,0,0,0,35.83333333,24.6,46.0,160,0,0,0,0,0,0,5,123,1,46,319,349,2,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,163377,5,6,1159,575,585,0,231.8,293.0421471,395,0,95.83333333,155.3852202,10613.48905,67.32893859,16337.7,24064.75148,51308,1,110651,27662.75,28054.59041,52705,393,112363,22472.6,30094.76547,58933,1,0,0,0,0,112,132,30.604063,36.72487559,0,585,144.5,221.0337284,48855.90909,0,0,0,1,0,0,0,0,1,157.6363636,231.8,95.83333333,112,0,0,0,0,0,0,5,1159,6,575,8192,40,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,4,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,16300,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51637,3,2,0,91,0,85,6,45.5,55.86143571,0,0,0.0,0.0,30300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.6667,0.0,6,85,58.66666667,45.61067127,2080.333333,0,1,0,0,1,0,0,0,0,88.0,45.5,0.0,40,0,0,0,0,0,0,2,91,0,0,1013,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,60339109,13,15,964,4246,581,0,74.15384615,164.1862998,1460,0,283.0666667,512.3816193,86.34532538,0.464043975,2234781.815,4208234.755,9996822,3,60200000,5016787.917,5185172.721,10000000,148,60300000,4308146.143,5130786.002,10000000,3,0,0,0,0,272,384,0.215448988,0.248594987,0,1460,179.6551724,393.5351024,154869.8768,0,0,0,1,0,0,0,0,1,186.0714286,74.15384615,283.0666667,272,0,0,0,0,0,0,13,964,15,4246,8192,66,12,20,73673.33333,119637.8508,317883,24752,9959902.5,77706.13386,9996822,9801585,BENIGN
80,10073459,5,4,1534,298,1534,0,306.8,686.0256555,298,0,74.5,149.0,181.8640449,0.893436902,1259182.375,3530945.085,9997778,21,10100000,2517804.0,4986670.788,9997778,4959,10000000,3348404.667,5760496.953,10000000,11828,0,0,0,0,168,136,0.496353834,0.397083067,0,1534,183.2,483.7742357,234037.5111,0,0,0,1,0,0,0,0,0,203.5555556,306.8,74.5,168,0,0,0,0,0,0,5,1534,4,298,29200,21,1,32,73438.0,0.0,73438,73438,9997778.0,0.0,9997778,9997778,BENIGN
53,443,1,1,92,170,92,92,92.0,0.0,170,170,170.0,0.0,591422.1219,4514.672686,443.0,0.0,443,443,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,2257.336343,2257.336343,92,170,118.0,45.033321,2028.0,0,0,0,0,0,0,0,0,1,177.0,92.0,170.0,32,0,0,0,0,0,0,1,92,1,170,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,6884,3,0,18,0,6,6,6.0,0.0,0,0,0.0,0.0,2614.758861,435.7931435,3442.0,4863.480441,6881,3,6884,3442.0,4863.480441,6881,3,0,0.0,0.0,0,0,0,0,0,0,60,0,435.7931435,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,8.0,6.0,0.0,60,0,0,0,0,0,0,3,18,0,0,254,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,178,2,2,76,332,38,38,38.0,0.0,166,166,166.0,0.0,2292134.831,22471.91011,59.33333333,97.57219549,172,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,11235.95506,11235.95506,38,166,89.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,111.5,38.0,166.0,64,0,0,0,0,0,0,2,76,2,332,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54111,79,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,151898.7342,25316.4557,79.0,0.0,79,79,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,12658.22785,12658.22785,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,58,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55687,64,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,31250.0,64.0,0.0,64,64,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,15625.0,15625.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,905,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,363,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,33057.85124,5509.641873,363.0,0.0,363,363,363,363.0,0.0,363,363,0,0.0,0.0,0,0,0,0,0,0,40,0,5509.641873,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,255,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54090,35,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,342857.1429,57142.85714,35.0,0.0,35,35,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,28571.42857,28571.42857,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,40958,40880,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31452,2,2,70,166,35,35,35.0,0.0,83,83,83.0,0.0,7503.497393,127.1779219,10484.0,18113.80195,31400,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,0,0,0,64,40,63.58896096,63.58896096,35,83,54.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,67.75,35.0,83.0,64,0,0,0,0,0,0,2,70,2,166,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,48309,2,2,64,532,32,32,32.0,0.0,266,266,266.0,0.0,12337.24565,82.80030636,16103.0,27847.05595,48258,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,80,80,41.40015318,41.40015318,32,266,125.6,128.1670785,16426.8,0,0,0,0,0,0,0,0,1,157.0,32.0,266.0,80,0,0,0,0,0,0,2,64,2,532,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5741730,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,2.089962433,0.696654144,1913910.0,3291186.617,5714212,52,5741730,2870865.0,4021099.89,5714212,27518,0,0.0,0.0,0,0,0,0,0,0,72,28,0.522490608,0.174163536,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,8192,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,150,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,1146666.667,26666.66667,50.0,81.40638796,144,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,13333.33333,13333.33333,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,40,0,0,0,0,0,0,2,70,2,102,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,880627,2,2,68,158,34,34,34.0,0.0,79,79,79.0,0.0,256.6353291,4.542218215,293542.3333,508426.7714,880623,1,3,3.0,0.0,3,3,1,1.0,0.0,1,1,0,0,0,0,64,40,2.271109107,2.271109107,34,79,52.0,24.64751509,607.5,0,0,0,0,0,0,0,0,1,65.0,34.0,79.0,64,0,0,0,0,0,0,2,68,2,158,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,197,2,2,82,338,41,41,41.0,0.0,169,169,169.0,0.0,2131979.695,20304.56853,65.66666667,108.5418506,191,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,10152.28426,10152.28426,41,169,92.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,115.25,41.0,169.0,40,0,0,0,0,0,0,2,82,2,338,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,260412,7,5,376,3508,201,0,53.71428571,78.68653906,1460,0,701.6,731.5646246,14914.82727,46.08082577,23673.81818,32984.60993,85531,65,260412,43402.0,41972.24377,103291,995,122420,30605.0,49984.22969,104578,154,0,0,0,0,152,112,26.8804817,19.20034407,0,1460,298.7692308,539.9757948,291573.859,0,0,0,1,0,0,0,0,0,323.6666667,53.71428571,701.6,152,0,0,0,0,0,0,7,376,5,3508,8192,60,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53584,55,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,36363.63636,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,18181.81818,18181.81818,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,122,298,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,30660,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,391.3894325,65.23157208,30660.0,0.0,30660,30660,30660,30660.0,0.0,30660,30660,0,0.0,0.0,0,0,0,0,0,0,40,0,65.23157208,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,24151,2,2,74,106,37,37,37.0,0.0,53,53,53.0,0.0,7453.107532,165.6246118,8050.333333,13899.43727,24100,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,64,82.81230591,82.81230591,37,53,43.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,54.25,37.0,53.0,40,0,0,0,0,0,0,2,74,2,106,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,1171900,13,9,537,5823,200,0,41.30769231,74.75224034,1448,0,647.0,695.0089927,5427.084222,18.77293284,55804.7619,120709.0786,483744,7,1171900,97658.33333,148486.047,483744,21,658221,82277.625,121395.2297,311787,48,0,0,0,0,424,296,11.09309668,7.679836163,0,1448,276.5217391,520.5914355,271015.4427,0,0,0,1,0,0,0,0,0,289.0909091,41.30769231,647.0,424,0,0,0,0,0,0,13,537,9,5823,29200,122,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,111077465,18,17,1970,2823,763,0,109.4444444,247.8311147,986,0,166.0588235,358.7071352,43.15006649,0.315095416,3266984.265,4660625.231,10100000,179,111000000,6529022.529,4809034.33,10200000,83953,111000000,6937105.688,4711378.935,10200000,983,0,0,0,0,372,352,0.162049071,0.153046345,0,986,133.1388889,299.9586784,89975.20873,0,0,0,1,0,0,0,0,0,136.9428571,109.4444444,166.0588235,372,0,0,0,0,0,0,18,1970,17,2823,8192,3,17,20,189288.8182,314453.2934,1132126,83708,9901018.727,316009.4256,10100000,8960563,BENIGN
443,5164859,5,2,129,92,46,0,25.8,21.79908255,46,46,46.0,0.0,42.78916423,1.355312894,860809.8333,2061992.333,5069454,1,5164859,1291214.75,2519212.04,5069454,1,71867,71867.0,0.0,71867,71867,1,0,0,0,112,40,0.968080639,0.387232256,0,46,33.375,19.51510404,380.8392857,0,1,0,0,1,0,0,0,0,38.14285714,25.8,46.0,112,0,0,0,0,0,0,5,129,2,92,16421,123,3,20,94152.0,0.0,94152,94152,5069454.0,0.0,5069454,5069454,BENIGN
53,198941,1,1,40,125,40,40,40.0,0.0,125,125,125.0,0.0,829.3916287,10.05323186,198941.0,0.0,198941,198941,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,5.026615931,5.026615931,40,125,68.33333333,49.07477288,2408.333333,0,0,0,0,0,0,0,0,1,102.5,40.0,125.0,20,0,0,0,0,0,0,1,40,1,125,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,122,2,2,88,188,44,44,44.0,0.0,94,94,94.0,0.0,2262295.082,32786.88525,40.66666667,66.98009655,118,1,3,3.0,0.0,3,3,1,1.0,0.0,1,1,0,0,0,0,40,40,16393.44262,16393.44262,44,94,64.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,80.0,44.0,94.0,40,0,0,0,0,0,0,2,88,2,188,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,223,2,2,94,206,47,47,47.0,0.0,103,103,103.0,0.0,1345291.48,17937.21973,74.33333333,86.55826554,171,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,40,40,8968.609865,8968.609865,47,103,69.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,86.75,47.0,103.0,40,0,0,0,0,0,0,2,94,2,206,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,155,2,2,72,136,36,36,36.0,0.0,68,68,68.0,0.0,1341935.484,25806.45161,51.66666667,49.60174728,103,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,40,40,12903.22581,12903.22581,36,68,48.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,61.0,36.0,68.0,40,0,0,0,0,0,0,2,72,2,136,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,117766604,13,13,580,4661,194,0,44.61538462,66.24014199,1418,0,358.5384615,586.0313722,44.50327871,0.220775662,4710664.16,16300000.0,59000000,3,118000000,9813883.667,22900000.0,59000000,229,118000000,9810838.417,22900000.0,59000000,3,0,0,0,0,424,424,0.110387831,0.110387831,0,1418,194.1111111,432.0583413,186674.4103,0,0,0,1,0,0,0,0,1,201.5769231,44.61538462,358.5384615,424,0,0,0,0,0,0,13,580,13,4661,29200,349,6,32,132400.0,135617.4238,228296,36504,58700000.0,335059.7198,59000000,58500000,BENIGN
53,30815,1,1,43,91,43,43,43.0,0.0,91,91,91.0,0.0,4348.531559,64.90345611,30815.0,0.0,30815,30815,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.45172805,32.45172805,43,91,59.0,27.71281292,768.0,0,0,0,0,0,0,0,0,1,88.5,43.0,91.0,32,0,0,0,0,0,0,1,43,1,91,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,364,2,2,86,198,43,43,43.0,0.0,99,99,99.0,0.0,780219.7802,10989.01099,121.3333333,71.51456728,192,49,49,49.0,0.0,49,49,192,192.0,0.0,192,192,0,0,0,0,40,40,5494.505495,5494.505495,43,99,65.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,81.75,43.0,99.0,40,0,0,0,0,0,0,2,86,2,198,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
42002,100547596,7,7,11595,319,4344,0,1656.428571,1760.597234,295,0,45.57142857,110.0240234,118.4911472,0.139237541,7734430.462,27900000.0,100000000,14,101000000,16800000.0,41000000.0,101000000,14,101000000,16800000.0,41000000.0,100000000,19,0,0,0,0,232,184,0.06961877,0.06961877,0,4344,794.2666667,1425.000775,2030627.21,0,0,0,0,1,0,0,0,1,851.0,1656.428571,45.57142857,232,0,0,0,0,0,0,7,11595,7,319,235,229,4,32,13941.0,0.0,13941,13941,100000000.0,0.0,100000000,100000000,BENIGN
